Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,total_hours,minimum_hours,maximum_hours,mean_hours,std_min,absences,absences_pct,of_absence,total_absences,Expected_time_vs_real_time,Expected_vacations_time_vs_real_time,cl
31.0,No,Travel_Rarely,Sales,9.0,Master,Life Sciences,1,4041,Female,1,Sales Executive,Divorced,161240.0,2.0,Y,23.0,8.0,1,8.0,2.0,5.0,1.0,4.0,3.0,4.0,3.0,2,4,1872.0,7.43,9.063611111111113,8.306944444444444,17.566666666666666,21.0,0.08433734939759037,12.0,33.0,0.9397590361445785,1.0263157894736843,3
34.0,No,Travel_Rarely,Research & Development,8.0,Below,Life Sciences,1,4042,Female,3,Laboratory Technician,Married,25850.0,3.0,Y,12.0,8.0,0,9.0,5.0,4.0,0.0,1.0,4.0,4.0,2.0,3,3,2232.0,8.345277777777778,10.072777777777778,9.196944444444442,18.216666666666665,4.0,0.01606425702811245,12.0,16.0,1.120481927710843,1.1387755102040815,0
31.0,No,Travel_Rarely,Sales,25.0,College,Life Sciences,1,4043,Female,3,Manufacturing Director,Divorced,182130.0,8.0,Y,21.0,8.0,2,4.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,4,4,1584.0,6.1016666666666675,7.629722222222222,6.829722222222222,17.033333333333335,17.0,0.06827309236947791,12.0,29.0,0.7951807228915663,0.8534482758620692,3
26.0,No,Travel_Frequently,Sales,16.0,College,Life Sciences,1,4044,Male,2,Healthcare Representative,Married,83800.0,0.0,Y,14.0,8.0,0,8.0,3.0,7.0,7.0,7.0,3.0,4.0,3.0,4,3,1440.0,4.973888888888889,7.1002777777777775,6.103611111111111,17.683333333333334,10.0,0.04016064257028112,12.0,22.0,0.7228915662650602,0.7531380753138075,1
45.0,No,Travel_Frequently,Research & Development,8.0,Master,Life Sciences,1,4045,Female,2,Manager,Single,29940.0,4.0,Y,18.0,8.0,1,12.0,2.0,4.0,0.0,3.0,2.0,3.0,3.0,3,3,1776.0,6.989722222222222,8.748611111111114,7.825555555555557,18.03333333333333,19.0,0.07630522088353414,12.0,31.0,0.891566265060241,0.9652173913043478,2
33.0,No,Travel_Rarely,Sales,1.0,Bachelor,Life Sciences,1,4046,Female,5,Sales Executive,Single,12230.0,1.0,Y,13.0,8.0,1,10.0,3.0,10.0,0.0,9.0,2.0,3.0,2.0,3,3,1440.0,5.456111111111111,7.289722222222222,6.405277777777778,18.78333333333333,21.0,0.08433734939759037,12.0,33.0,0.7228915662650602,0.7894736842105263,1
28.0,No,Travel_Frequently,Sales,8.0,Bachelor,Life Sciences,1,4047,Male,4,Research Scientist,Married,11180.0,1.0,Y,11.0,8.0,0,7.0,3.0,7.0,0.0,7.0,3.0,4.0,3.0,3,3,2592.0,9.851388888888891,11.225833333333336,10.561111111111114,15.533333333333333,3.0,0.012048192771084338,12.0,15.0,1.3012048192771084,1.3170731707317074,1
29.0,Yes,Travel_Frequently,Human Resources,2.0,Master,Other,1,4048,Male,2,Sales Executive,Single,28750.0,1.0,Y,11.0,8.0,0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,3.0,3,3,1584.0,5.716388888888888,7.574166666666668,6.796666666666668,18.33333333333333,13.0,0.052208835341365466,12.0,25.0,0.7951807228915663,0.8389830508474576,1
39.0,No,Non-Travel,Research & Development,8.0,Doctor,Medical,1,4049,Female,2,Sales Representative,Married,188240.0,6.0,Y,19.0,8.0,1,10.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,3,3,1512.0,5.487222222222222,7.060555555555554,6.295277777777778,17.5,8.0,0.0321285140562249,12.0,20.0,0.7590361445783133,0.7842323651452282,3
27.0,No,Travel_Rarely,Sales,3.0,College,Technical Degree,1,4050,Male,2,Healthcare Representative,Married,135770.0,1.0,Y,12.0,8.0,1,6.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,3,3,1680.0,6.481111111111112,8.136944444444444,7.257777777777778,18.08333333333333,16.0,0.0642570281124498,12.0,28.0,0.8433734939759037,0.9012875536480688,2
34.0,No,Travel_Frequently,Research & Development,9.0,Master,Life Sciences,1,4051,Female,2,Manufacturing Director,Married,26250.0,1.0,Y,12.0,8.0,3,16.0,4.0,15.0,6.0,11.0,3.0,4.0,3.0,3,3,2112.0,7.914444444444443,9.883611111111113,8.863055555555556,19.2,10.0,0.04016064257028112,12.0,22.0,1.0602409638554218,1.104602510460251,3
28.0,Yes,Travel_Rarely,Research & Development,25.0,Bachelor,Technical Degree,1,4052,Male,1,Research Director,Single,187890.0,3.0,Y,16.0,8.0,1,6.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3,3,2136.0,8.610555555555555,10.079166666666667,9.371944444444443,17.166666666666668,19.0,0.07630522088353414,12.0,31.0,1.072289156626506,1.1608695652173913,3
47.0,No,Non-Travel,Research & Development,1.0,Master,Medical,1,4053,Male,1,Research Scientist,Married,45380.0,8.0,Y,11.0,8.0,0,16.0,3.0,8.0,1.0,7.0,3.0,2.0,4.0,3,3,1392.0,5.143611111111111,6.825,5.990555555555557,18.3,14.0,0.056224899598393566,12.0,26.0,0.6987951807228916,0.7404255319148936,2
56.0,No,Travel_Rarely,Research & Development,4.0,Bachelor,Technical Degree,1,4054,Female,2,Sales Executive,Married,198470.0,4.0,Y,14.0,8.0,0,6.0,6.0,0.0,0.0,0.0,4.0,1.0,3.0,3,3,1872.0,7.105,8.75388888888889,7.8969444444444425,17.283333333333335,9.0,0.03614457831325301,12.0,21.0,0.9397590361445785,0.975,3
39.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Other,1,4055,Female,1,Laboratory Technician,Married,105120.0,1.0,Y,12.0,8.0,1,10.0,2.0,10.0,7.0,9.0,1.0,1.0,3.0,3,3,1608.0,6.255555555555556,7.73,7.016111111111112,16.133333333333333,18.0,0.07228915662650602,12.0,30.0,0.8072289156626506,0.8701298701298701,1
38.0,No,Travel_Frequently,Research & Development,4.0,College,Medical,1,4056,Female,1,Manager,Divorced,44440.0,1.0,Y,13.0,8.0,0,20.0,2.0,20.0,0.0,7.0,4.0,2.0,3.0,3,3,2664.0,9.918888888888887,11.574444444444444,10.781388888888891,18.7,1.0,0.004016064257028112,12.0,13.0,1.3373493975903614,1.3427419354838708,1
58.0,No,Travel_Rarely,Sales,5.0,Bachelor,Marketing,1,4057,Male,5,Sales Representative,Married,21540.0,4.0,Y,21.0,8.0,1,29.0,3.0,1.0,0.0,0.0,4.0,4.0,2.0,3,4,2400.0,9.159166666666666,10.749166666666667,9.923888888888891,18.75,7.0,0.028112449799196783,12.0,19.0,1.2048192771084338,1.2396694214876034,0
32.0,Yes,Travel_Frequently,Research & Development,9.0,Bachelor,Life Sciences,1,4058,Male,2,Laboratory Technician,Single,191900.0,3.0,Y,17.0,8.0,1,8.0,2.0,4.0,0.0,3.0,1.0,3.0,3.0,3,3,2400.0,9.4375,11.175277777777776,10.213888888888887,18.78333333333333,14.0,0.056224899598393566,12.0,26.0,1.2048192771084338,1.2765957446808511,3
38.0,No,Travel_Rarely,Research & Development,3.0,Master,Life Sciences,1,4059,Female,1,Sales Representative,Divorced,44900.0,2.0,Y,21.0,8.0,1,10.0,1.0,5.0,0.0,3.0,2.0,4.0,4.0,3,4,1848.0,6.868611111111112,8.602222222222222,7.610555555555557,17.633333333333333,6.0,0.024096385542168683,12.0,18.0,0.927710843373494,0.9506172839506172,0
49.0,No,Travel_Frequently,Sales,11.0,Master,Life Sciences,1,4060,Male,2,Research Scientist,Married,35060.0,3.0,Y,11.0,8.0,1,28.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,2,3,1416.0,5.472222222222222,7.3583333333333325,6.307222222222222,18.066666666666666,23.0,0.09236947791164657,12.0,35.0,0.7108433734939759,0.7831858407079646,3
42.0,No,Travel_Rarely,Sales,1.0,Bachelor,Life Sciences,1,4061,Female,1,Sales Executive,Divorced,23720.0,3.0,Y,12.0,8.0,1,14.0,3.0,0.0,0.0,0.0,2.0,4.0,3.0,3,3,2040.0,7.613888888888888,9.618888888888891,8.693055555555556,17.683333333333334,14.0,0.056224899598393566,12.0,26.0,1.0240963855421688,1.0851063829787233,0
27.0,Yes,Travel_Frequently,Sales,8.0,Below,Life Sciences,1,4062,Male,4,Laboratory Technician,Married,102310.0,1.0,Y,13.0,8.0,1,1.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,3,3,1464.0,5.384166666666666,7.23,6.498611111111112,18.03333333333333,22.0,0.08835341365461848,12.0,34.0,0.7349397590361446,0.8061674008810573,1
35.0,No,Travel_Rarely,Research & Development,25.0,Below,Medical,1,4063,Male,1,Sales Executive,Married,54100.0,0.0,Y,18.0,8.0,0,6.0,4.0,5.0,0.0,4.0,2.0,1.0,1.0,3,3,1560.0,5.624444444444443,7.703611111111112,6.552777777777778,20.566666666666666,9.0,0.03614457831325301,12.0,21.0,0.7831325301204819,0.8125,1
28.0,No,Non-Travel,Research & Development,21.0,Below,Medical,1,4064,Male,3,Research Scientist,Single,79780.0,1.0,Y,16.0,8.0,2,5.0,2.0,5.0,1.0,4.0,3.0,3.0,2.0,3,3,1536.0,5.635,7.577222222222222,6.708333333333332,17.816666666666666,18.0,0.07228915662650602,12.0,30.0,0.7710843373493976,0.8311688311688312,1
31.0,No,Non-Travel,Sales,23.0,Below,Medical,1,4065,Male,1,Sales Executive,Divorced,38670.0,1.0,Y,11.0,8.0,1,4.0,4.0,4.0,2.0,3.0,3.0,1.0,4.0,4,3,2280.0,9.098888888888887,10.724722222222224,9.772222222222222,17.433333333333334,15.0,0.060240963855421686,12.0,27.0,1.144578313253012,1.2179487179487178,1
36.0,No,Non-Travel,Research & Development,1.0,Bachelor,Life Sciences,1,4066,Male,2,Research Scientist,Married,28380.0,1.0,Y,19.0,8.0,2,5.0,5.0,5.0,0.0,2.0,1.0,2.0,3.0,1,3,1656.0,6.094444444444443,7.982777777777778,7.112222222222222,17.966666666666665,15.0,0.060240963855421686,12.0,27.0,0.8313253012048193,0.8846153846153846,1
34.0,No,Travel_Rarely,Sales,2.0,Bachelor,Marketing,1,4067,Male,4,Healthcare Representative,Single,46950.0,1.0,Y,16.0,8.0,1,14.0,2.0,14.0,2.0,1.0,1.0,4.0,2.0,3,3,1368.0,4.993333333333333,6.864166666666668,5.993611111111112,17.733333333333334,20.0,0.08032128514056225,12.0,32.0,0.6867469879518072,0.7467248908296943,1
34.0,No,Travel_Rarely,Research & Development,19.0,Bachelor,Technical Degree,1,4068,Female,1,Research Director,Divorced,33390.0,1.0,Y,16.0,8.0,0,9.0,2.0,8.0,1.0,1.0,4.0,3.0,2.0,2,3,1632.0,6.098055555555557,7.687222222222222,6.793611111111112,18.35,7.0,0.028112449799196783,12.0,19.0,0.8192771084337349,0.8429752066115702,0
26.0,No,Travel_Rarely,Research & Development,2.0,College,Life Sciences,1,4069,Male,2,Research Scientist,Single,20800.0,0.0,Y,13.0,8.0,0,8.0,6.0,7.0,7.0,6.0,3.0,1.0,2.0,4,3,1608.0,6.008333333333334,7.628333333333333,6.788055555555554,17.783333333333335,10.0,0.04016064257028112,12.0,22.0,0.8072289156626506,0.8410041841004184,1
29.0,No,Travel_Rarely,Research & Development,2.0,Master,Other,1,4070,Male,2,Laboratory Technician,Married,20960.0,0.0,Y,22.0,8.0,0,6.0,2.0,5.0,0.0,2.0,1.0,1.0,2.0,4,4,1872.0,6.898055555555557,8.416666666666666,7.71,17.833333333333332,5.0,0.02008032128514056,12.0,17.0,0.9397590361445785,0.9590163934426228,1
32.0,No,Non-Travel,Research & Development,3.0,Below,Life Sciences,1,4071,Male,3,Manager,Divorced,62090.0,5.0,Y,17.0,8.0,1,9.0,5.0,5.0,1.0,2.0,3.0,4.0,3.0,4,3,1584.0,5.703333333333332,7.504444444444443,6.6030555555555575,17.4,6.0,0.024096385542168683,12.0,18.0,0.7951807228915663,0.8148148148148148,2
31.0,No,Travel_Frequently,Research & Development,25.0,Doctor,Technical Degree,1,4072,Female,2,Human Resources,Married,180610.0,1.0,Y,14.0,8.0,1,10.0,2.0,10.0,8.0,7.0,4.0,1.0,3.0,3,3,1632.0,6.2605555555555545,7.817222222222222,6.933888888888888,17.383333333333333,13.0,0.052208835341365466,12.0,25.0,0.8192771084337349,0.8644067796610171,1
28.0,Yes,Travel_Rarely,Sales,7.0,Doctor,Life Sciences,1,4073,Female,2,Sales Representative,Divorced,171230.0,5.0,Y,15.0,8.0,1,6.0,2.0,4.0,0.0,3.0,3.0,4.0,2.0,2,3,1512.0,5.3502777777777775,7.161111111111111,6.2908333333333335,18.33333333333333,6.0,0.024096385542168683,12.0,18.0,0.7590361445783133,0.7777777777777778,3
38.0,No,Travel_Rarely,Research & Development,9.0,College,Technical Degree,1,4074,Male,3,Sales Representative,Single,23720.0,4.0,Y,12.0,8.0,0,20.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,2,3,1704.0,6.481111111111112,8.12111111111111,7.241944444444443,19.6,12.0,0.04819277108433735,12.0,24.0,0.8554216867469879,0.8987341772151899,0
35.0,No,Travel_Rarely,Research & Development,5.0,Bachelor,Life Sciences,1,4075,Male,2,Sales Representative,Married,48830.0,1.0,Y,18.0,8.0,1,10.0,1.0,10.0,0.0,9.0,3.0,4.0,3.0,1,3,2016.0,8.13888888888889,9.759722222222225,8.811388888888889,17.233333333333334,20.0,0.08032128514056225,12.0,32.0,1.0120481927710845,1.100436681222707,1
27.0,No,Travel_Rarely,Sales,2.0,Bachelor,Life Sciences,1,4076,Female,1,Manager,Single,39040.0,1.0,Y,15.0,8.0,0,7.0,2.0,7.0,0.0,7.0,4.0,4.0,3.0,3,3,1848.0,7.054722222222222,9.072777777777778,7.889166666666667,19.216666666666665,12.0,0.04819277108433735,12.0,24.0,0.927710843373494,0.9746835443037974,1
32.0,No,Travel_Rarely,Research & Development,8.0,Below,Medical,1,4077,Female,2,Research Scientist,Single,46270.0,8.0,Y,17.0,8.0,1,8.0,2.0,1.0,0.0,0.0,4.0,4.0,3.0,2,3,1752.0,6.396388888888889,8.245555555555555,7.321666666666666,18.45,8.0,0.0321285140562249,12.0,20.0,0.8795180722891566,0.908713692946058,2
31.0,Yes,Travel_Frequently,Research & Development,2.0,Below,Other,1,4078,Male,3,Sales Executive,Married,70940.0,1.0,Y,14.0,8.0,1,10.0,2.0,10.0,0.0,8.0,1.0,4.0,3.0,3,3,2376.0,9.663611111111113,11.011666666666667,10.317777777777778,15.916666666666664,17.0,0.06827309236947791,12.0,29.0,1.1927710843373494,1.2801724137931034,1
53.0,Yes,Travel_Rarely,Research & Development,18.0,Bachelor,Medical,1,4079,Male,1,Research Scientist,Single,34230.0,6.0,Y,15.0,8.0,1,15.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,3,3,2592.0,9.973888888888887,11.574722222222224,10.808611111111109,18.483333333333334,9.0,0.03614457831325301,12.0,21.0,1.3012048192771084,1.35,0
54.0,No,Travel_Rarely,Research & Development,14.0,Bachelor,Other,1,4080,Male,3,Research Scientist,Married,66740.0,3.0,Y,17.0,8.0,1,9.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,3,3,1800.0,6.933611111111111,8.737777777777778,7.858055555555557,19.216666666666665,19.0,0.07630522088353414,12.0,31.0,0.9036144578313252,0.9782608695652174,2
33.0,No,Travel_Frequently,Research & Development,2.0,Master,Medical,1,4081,Female,4,Sales Executive,Divorced,168800.0,1.0,Y,14.0,8.0,3,9.0,2.0,9.0,2.0,8.0,4.0,3.0,3.0,3,3,1896.0,6.879722222222222,8.676944444444445,7.8875,19.6,6.0,0.024096385542168683,12.0,18.0,0.9518072289156626,0.9753086419753086,1
43.0,No,Travel_Rarely,Research & Development,3.0,Bachelor,Medical,1,4082,Male,1,Research Scientist,Married,90940.0,1.0,Y,12.0,8.0,1,10.0,0.0,10.0,0.0,9.0,1.0,3.0,3.0,3,3,1800.0,6.643055555555557,8.440277777777778,7.52,18.366666666666667,7.0,0.028112449799196783,12.0,19.0,0.9036144578313252,0.9297520661157024,1
38.0,No,Travel_Frequently,Research & Development,2.0,Doctor,Medical,1,4083,Female,4,Sales Executive,Married,84460.0,0.0,Y,14.0,8.0,0,7.0,3.0,6.0,1.0,2.0,4.0,2.0,3.0,2,3,1872.0,7.160277777777778,8.81,8.003333333333334,18.316666666666666,13.0,0.052208835341365466,12.0,25.0,0.9397590361445785,0.9915254237288136,1
55.0,No,Travel_Rarely,Sales,9.0,Bachelor,Marketing,1,4084,Male,2,Laboratory Technician,Married,119160.0,4.0,Y,15.0,8.0,1,35.0,3.0,10.0,1.0,4.0,3.0,2.0,3.0,2,3,1968.0,7.44,9.031388888888891,8.175555555555556,18.1,7.0,0.028112449799196783,12.0,19.0,0.9879518072289156,1.0165289256198349,3
31.0,No,Travel_Rarely,Sales,6.0,Bachelor,Other,1,4085,Male,1,Manufacturing Director,Divorced,45340.0,1.0,Y,13.0,8.0,0,1.0,2.0,1.0,0.0,0.0,4.0,4.0,3.0,3,3,2544.0,9.815833333333334,11.679722222222226,10.813611111111115,19.0,13.0,0.052208835341365466,12.0,25.0,1.2771084337349397,1.347457627118644,1
39.0,No,Travel_Rarely,Research & Development,4.0,Bachelor,Life Sciences,1,4086,Male,2,Sales Executive,Single,98520.0,0.0,Y,12.0,8.0,1,21.0,5.0,20.0,11.0,10.0,2.0,1.0,3.0,2,3,1440.0,5.353611111111111,7.075,6.089166666666666,18.066666666666666,9.0,0.03614457831325301,12.0,21.0,0.7228915662650602,0.75,1
42.0,No,Non-Travel,Research & Development,10.0,Master,Life Sciences,1,4087,Female,2,Research Scientist,Single,61510.0,1.0,Y,13.0,8.0,1,20.0,3.0,20.0,3.0,7.0,4.0,3.0,3.0,3,3,1512.0,5.874722222222222,7.4594444444444425,6.598055555555557,18.45,19.0,0.07630522088353414,12.0,31.0,0.7590361445783133,0.8217391304347826,1
31.0,No,Non-Travel,Research & Development,14.0,College,Life Sciences,1,4088,Male,2,Healthcare Representative,Married,23020.0,4.0,Y,14.0,8.0,0,13.0,3.0,11.0,4.0,8.0,3.0,3.0,4.0,3,3,1416.0,5.441388888888889,6.802222222222222,6.0975,16.65,14.0,0.056224899598393566,12.0,26.0,0.7108433734939759,0.7531914893617021,2
54.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Medical,1,4089,Female,2,Human Resources,Single,23620.0,6.0,Y,13.0,8.0,1,9.0,2.0,5.0,1.0,4.0,3.0,1.0,3.0,4,3,2568.0,9.583055555555557,11.546388888888886,10.500833333333333,19.28333333333333,3.0,0.012048192771084338,12.0,15.0,1.289156626506024,1.304878048780488,0
24.0,No,Travel_Rarely,Research & Development,5.0,Master,Other,1,4090,Male,1,Manufacturing Director,Single,178610.0,1.0,Y,11.0,8.0,2,4.0,5.0,4.0,1.0,2.0,2.0,3.0,2.0,1,3,1536.0,5.962777777777778,8.011666666666667,6.8741666666666665,19.28333333333333,23.0,0.09236947791164657,12.0,35.0,0.7710843373493976,0.8495575221238938,1
23.0,No,Travel_Rarely,Research & Development,7.0,Bachelor,Life Sciences,1,4091,Male,2,Research Scientist,Single,191870.0,1.0,Y,11.0,8.0,1,5.0,2.0,5.0,1.0,4.0,4.0,4.0,4.0,3,3,1680.0,6.193611111111112,7.671944444444446,7.025,16.783333333333335,9.0,0.03614457831325301,12.0,21.0,0.8433734939759037,0.875,1
40.0,No,Travel_Frequently,Research & Development,21.0,Bachelor,Medical,1,4092,Female,3,Research Scientist,Married,197170.0,1.0,Y,21.0,8.0,0,10.0,1.0,10.0,9.0,4.0,4.0,3.0,4.0,2,4,1872.0,7.104722222222222,8.735277777777778,7.799722222222222,18.066666666666666,7.0,0.028112449799196783,12.0,19.0,0.9397590361445785,0.9669421487603306,1
40.0,No,Travel_Rarely,Research & Development,8.0,Below,Medical,1,4093,Female,5,Research Scientist,Married,35440.0,3.0,Y,18.0,8.0,3,15.0,3.0,11.0,5.0,10.0,2.0,2.0,3.0,2,3,1464.0,5.276666666666666,7.006388888888888,6.187777777777778,20.133333333333333,10.0,0.04016064257028112,12.0,22.0,0.7349397590361446,0.7656903765690377,2
25.0,No,Travel_Rarely,Sales,20.0,Doctor,Medical,1,4094,Female,2,Laboratory Technician,Married,85000.0,4.0,Y,12.0,8.0,0,6.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3,3,1440.0,5.310555555555554,7.138333333333334,6.211111111111111,18.78333333333333,14.0,0.056224899598393566,12.0,26.0,0.7228915662650602,0.7659574468085106,2
30.0,No,Travel_Rarely,Human Resources,20.0,Master,Life Sciences,1,4095,Male,2,Research Scientist,Married,46610.0,1.0,Y,11.0,8.0,0,12.0,3.0,12.0,1.0,7.0,4.0,2.0,2.0,2,3,1416.0,5.411388888888888,7.0152777777777775,6.1177777777777775,17.116666666666667,14.0,0.056224899598393566,12.0,26.0,0.7108433734939759,0.7531914893617021,1
25.0,No,Travel_Rarely,Research & Development,7.0,College,Medical,1,4096,Male,5,Sales Executive,Divorced,41030.0,6.0,Y,15.0,8.0,1,7.0,2.0,2.0,0.0,2.0,4.0,3.0,2.0,3,3,2376.0,9.072222222222225,10.971666666666666,10.195833333333333,18.816666666666666,14.0,0.056224899598393566,12.0,26.0,1.1927710843373494,1.2638297872340425,0
47.0,No,Travel_Rarely,Research & Development,1.0,Master,Life Sciences,1,4097,Male,2,Sales Executive,Single,42490.0,2.0,Y,13.0,8.0,1,25.0,2.0,17.0,12.0,11.0,1.0,3.0,3.0,2,3,1848.0,6.877777777777778,8.519444444444442,7.793888888888889,18.75,9.0,0.03614457831325301,12.0,21.0,0.927710843373494,0.9625,3
33.0,No,Non-Travel,Research & Development,1.0,Bachelor,Life Sciences,1,4098,Male,2,Research Scientist,Divorced,140260.0,1.0,Y,12.0,8.0,0,1.0,4.0,1.0,0.0,0.0,2.0,3.0,2.0,3,3,1488.0,5.428055555555557,6.947777777777778,6.203055555555554,17.4,9.0,0.03614457831325301,12.0,21.0,0.7469879518072289,0.775,1
38.0,No,Travel_Rarely,Research & Development,19.0,Bachelor,Life Sciences,1,4099,Female,2,Sales Executive,Married,68930.0,0.0,Y,17.0,8.0,0,16.0,3.0,15.0,5.0,8.0,4.0,2.0,3.0,3,3,1920.0,7.075555555555557,8.708333333333334,7.914444444444443,17.283333333333335,4.0,0.01606425702811245,12.0,16.0,0.9638554216867471,0.979591836734694,1
31.0,No,Travel_Rarely,Research & Development,10.0,Master,Medical,1,4100,Female,3,Sales Executive,Married,61250.0,0.0,Y,13.0,8.0,1,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,3,3,1680.0,6.450277777777778,8.108611111111111,7.2266666666666675,19.55,14.0,0.056224899598393566,12.0,26.0,0.8433734939759037,0.8936170212765957,1
38.0,No,Travel_Frequently,Research & Development,1.0,Master,Other,1,4101,Male,2,Research Scientist,Married,36690.0,2.0,Y,19.0,8.0,0,10.0,2.0,8.0,7.0,7.0,1.0,3.0,3.0,3,3,1512.0,5.764444444444443,7.273055555555557,6.494722222222222,17.8,14.0,0.056224899598393566,12.0,26.0,0.7590361445783133,0.8042553191489362,2
42.0,No,Travel_Rarely,Research & Development,6.0,Bachelor,Medical,1,4102,Male,2,Laboratory Technician,Divorced,100080.0,6.0,Y,19.0,8.0,1,9.0,3.0,4.0,1.0,2.0,4.0,1.0,2.0,1,3,2376.0,9.057222222222222,10.598611111111113,9.803611111111113,17.3,6.0,0.024096385542168683,12.0,18.0,1.1927710843373494,1.2222222222222223,0
41.0,No,Travel_Rarely,Sales,2.0,College,Medical,1,4103,Male,1,Healthcare Representative,Married,23870.0,3.0,Y,17.0,8.0,1,12.0,1.0,5.0,1.0,0.0,4.0,4.0,3.0,1,3,1752.0,6.991111111111112,8.644444444444442,7.670555555555557,16.5,20.0,0.08032128514056225,12.0,32.0,0.8795180722891566,0.9563318777292577,0
47.0,No,Non-Travel,Research & Development,21.0,College,Medical,1,4104,Male,1,Sales Executive,Married,46390.0,0.0,Y,11.0,8.0,1,14.0,2.0,13.0,5.0,12.0,3.0,2.0,1.0,2,3,1728.0,6.427222222222222,8.045833333333333,7.224722222222222,19.483333333333334,7.0,0.028112449799196783,12.0,19.0,0.8674698795180723,0.8925619834710744,1
35.0,No,Travel_Rarely,Research & Development,4.0,Bachelor,Life Sciences,1,4105,Male,2,Healthcare Representative,Married,78980.0,7.0,Y,15.0,8.0,0,5.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2,3,2448.0,9.656944444444443,11.102777777777776,10.381666666666666,17.9,11.0,0.04417670682730924,12.0,23.0,1.2289156626506024,1.2857142857142858,0
22.0,No,Travel_Rarely,Human Resources,12.0,Below,Other,1,4106,Male,2,Sales Executive,Single,25340.0,0.0,Y,11.0,8.0,0,4.0,1.0,3.0,1.0,2.0,4.0,3.0,4.0,3,3,1464.0,5.640555555555554,7.213333333333333,6.4141666666666675,16.55,20.0,0.08032128514056225,12.0,32.0,0.7349397590361446,0.7991266375545851,1
35.0,No,Travel_Rarely,Research & Development,9.0,Bachelor,Medical,1,4107,Female,2,Sales Executive,Single,131420.0,1.0,Y,25.0,8.0,2,10.0,4.0,10.0,0.0,8.0,2.0,3.0,3.0,3,4,1896.0,7.037222222222222,8.763333333333334,7.986111111111112,19.53333333333333,10.0,0.04016064257028112,12.0,22.0,0.9518072289156626,0.99163179916318,1
33.0,No,Travel_Rarely,Sales,3.0,Master,Medical,1,4108,Male,3,Healthcare Representative,Married,16110.0,0.0,Y,14.0,8.0,0,10.0,2.0,9.0,8.0,1.0,2.0,4.0,3.0,2,3,2064.0,8.374722222222221,9.826388888888891,9.07,17.05,20.0,0.08032128514056225,12.0,32.0,1.036144578313253,1.1266375545851528,1
32.0,No,Travel_Rarely,Research & Development,3.0,College,Technical Degree,1,4109,Male,3,Manufacturing Director,Single,53630.0,1.0,Y,13.0,8.0,0,6.0,4.0,6.0,4.0,1.0,3.0,2.0,3.0,3,3,1584.0,6.140833333333332,7.807222222222222,6.992222222222222,18.933333333333334,20.0,0.08032128514056225,12.0,32.0,0.7951807228915663,0.8646288209606987,1
40.0,No,Travel_Rarely,Research & Development,1.0,Master,Medical,1,4110,Male,2,Research Director,Married,50710.0,8.0,Y,17.0,8.0,1,8.0,3.0,1.0,0.0,0.0,1.0,4.0,2.0,2,3,1464.0,5.4991666666666665,7.087777777777778,6.2175,17.866666666666667,10.0,0.04016064257028112,12.0,22.0,0.7349397590361446,0.7656903765690377,2
32.0,No,Travel_Rarely,Research & Development,1.0,College,Medical,1,4111,Male,3,Sales Executive,Married,136950.0,0.0,Y,13.0,8.0,0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3,3,1392.0,5.326111111111112,7.046666666666668,6.021111111111112,16.966666666666665,14.0,0.056224899598393566,12.0,26.0,0.6987951807228916,0.7404255319148936,1
39.0,No,Travel_Rarely,Research & Development,4.0,Master,Life Sciences,1,4112,Male,1,Sales Executive,Single,134020.0,7.0,Y,14.0,8.0,1,18.0,1.0,7.0,1.0,7.0,1.0,4.0,3.0,3,3,1872.0,7.238888888888888,9.199722222222222,8.004722222222222,18.8,13.0,0.052208835341365466,12.0,25.0,0.9397590361445785,0.9915254237288136,3
